Date,Close,High,Low,Open,Volume
2019-07-22,96.54095458984375,96.69302776564345,95.27368027340968,95.39196513964544,9061100
2019-07-23,98.30667877197266,98.38271212564455,97.00560989506323,97.05629879751116,12752200
2019-07-24,98.70378112792969,98.74601974086302,97.59702375974416,97.64771911923152,10011000
2019-07-25,97.7575454711914,99.0501643150373,97.42805464612051,98.75446824711355,10138400
2019-07-26,98.18843841552734,98.43344561511108,97.60549002873528,97.80825216278346,12800400
2019-07-29,97.87581634521484,98.99946776230301,97.82512743625128,98.39117507197888,8500400
2019-07-30,97.6561508178711,98.07013171464467,96.95493063011067,97.3182161737076,7121100
2019-07-31,98.00257110595703,98.15464431894914,97.03944290557111,98.08705479190996,13648000
2019-08-01,95.41732025146484,98.67844037229932,95.13006802256528,97.43651037217697,15664500
2019-08-02,95.40885925292969,95.83128402489064,94.11624048203963,94.96109002596155,11025500
2019-08-05,92.5701675415039,93.76140853446856,91.47186051731057,93.60088505282889,15855300
2019-08-06,93.29673767089844,93.3558768825892,91.53099872923332,92.97569715681871,10203500
2019-08-07,91.26911163330078,91.48032405731404,89.50337886248188,91.24376717372985,17320900
2019-08-08,92.81517791748047,93.00104586148356,91.85204988554717,92.1308518015518,10903300
2019-08-09,92.71379852294922,93.31364099926304,91.48876911220417,92.38430767604011,9980800
2019-08-12,90.973388671875,91.67461525955059,90.57630840064448,91.61547605611348,9393700
2019-08-13,92.3758544921875,93.2122602581103,90.4242539297498,91.20151403432253,12124700
2019-08-14,88.54022979736328,90.32286275034934,88.24452731708331,89.80750404191129,19491800
2019-08-15,88.87818145751953,89.87510431194643,88.15161023586818,88.55714090787714,13365600
2019-08-16,91.00719451904297,91.22685720674396,89.44422414133828,89.86664891616066,11830600
2019-08-19,91.82671356201172,92.72225215804674,91.59860053937051,92.62086787624048,8265400
2019-08-20,90.66079711914062,91.61548117239823,90.60165791240087,91.11701661928592,8374000
2019-08-21,90.91426849365234,91.6070449270426,90.77908945997078,91.421176978576,8189300
2019-08-22,91.85204315185547,92.31670653210766,91.1846112408153,91.55634710156943,9343400
2019-08-23,89.5709457397461,91.90273228392205,88.80213600714349,91.24375067149396,14762300
2019-08-26,90.28907012939453,90.39044794611095,89.56249902970549,90.07785775031493,8209500
2019-08-27,89.33439636230469,90.87202240165993,88.5740304207134,90.69460475623714,14331800
2019-08-28,90.2299575805664,90.57634263284147,88.74302018771989,88.7768149518405,10585500
2019-08-29,92.27446746826172,92.84051511112166,91.26064415638362,91.36202842127855,10002200
2019-08-30,92.81517791748047,93.4065700614076,92.48568708790808,92.79827731583059,10170300
2019-09-03,91.71686553955078,92.08015110567734,90.66925389715647,92.07170725103272,9868800
