Date,Close,High,Low,Open,Volume
2019-07-22,4.257073879241943,4.269995198234955,4.199424881123063,4.206879652294287,315940000
2019-07-23,4.364915370941162,4.366903119550498,4.280678243775771,4.2963333044135785,428176000
2019-07-24,4.4394612312316895,4.445176601016965,4.332115221329818,4.408152057335403,366236000
2019-07-25,4.308260917663574,4.410637569643034,4.284903209165684,4.397964603964706,392700000
2019-07-26,4.350255966186523,4.396971390201787,4.335346899233942,4.335346899233942,274160000
2019-07-29,4.344044208526611,4.360195975364252,4.255831551249246,4.343050333851341,248160000
2019-07-30,4.359697341918945,4.371873132029704,4.283163330129323,4.2975756929739335,197772000
2019-07-31,4.1924662590026855,4.329134186681676,4.150223513931088,4.328139838274758,359416000
2019-08-01,4.098042011260986,4.293352345433329,4.045859567856126,4.202903124428733,421212000
2019-08-02,4.005356311798096,4.07468439650725,3.9578956008821784,4.005356311798096,428348000
2019-08-05,3.746929407119751,3.822966242973178,3.699965409394023,3.821723781586486,589156000
2019-08-06,3.785693645477295,3.8671972755161237,3.737984353780374,3.821724319840103,361272000
2019-08-07,3.823960781097412,3.8358882228999276,3.707420584313564,3.7248145727961326,372560000
2019-08-08,3.932548999786377,3.933791461228184,3.8242088739989097,3.8816092655487537,309300000
2019-08-09,3.831166982650757,3.8950280400832313,3.7807241788251718,3.89154924236942,341816000
2019-08-12,3.7633309364318848,3.831167742276893,3.7414640343413166,3.7789855292479557,279200000
2019-08-13,3.877634048461914,3.9236041828501813,3.7228270669077466,3.7618393684733302,351956000
2019-08-14,3.729038953781128,3.8006031317765476,3.6853053947729597,3.7894212141538057,419880000
2019-08-15,3.6967356204986572,3.7678028604322202,3.6624445806274153,3.7479239486567977,477200000
2019-08-16,3.9648523330688477,4.014052432287478,3.89825777345995,3.9596341371369426,1007960000
2019-08-19,4.243654251098633,4.259557663887588,4.062010783209554,4.078162546119248,815112000
2019-08-20,4.171345233917236,4.238685088108572,4.150223623846736,4.238187913891945,463188000
2019-08-21,4.254836082458496,4.310000140994208,4.215823786508172,4.237442095343741,427244000
2019-08-22,4.26104736328125,4.307017240444437,4.221786254908026,4.2645261596725135,303488000
2019-08-23,4.036418437957764,4.238935261873122,4.016539517901404,4.184516700445683,568056000
2019-08-26,4.111210823059082,4.1392900250290445,4.072944053423589,4.1151867944545755,318208000
