Date,Close,High,Low,Open,Volume
2019-07-22,271.9513244628906,272.4990668525517,271.1662483965334,271.686577200343,43638100
2019-07-23,273.8957214355469,273.8957214355469,272.24338470547116,273.08325985977217,44564500
2019-07-24,275.18292236328125,275.18292236328125,273.03761470039836,273.1289097229459,47213200
2019-07-25,273.8683776855469,274.78127227783204,273.0558881259337,274.7265008310415,55394100
2019-07-26,275.7032165527344,275.9040544131763,274.43428010282315,274.5620986773422,45084100
2019-07-29,275.2012023925781,275.7033111456164,274.6443500508077,275.5846303883649,38126500
2019-07-30,274.5256042480469,274.9364178705288,273.402734110102,273.78616201504025,45849000
2019-07-31,271.52227783203125,274.9639088571582,269.4865403768111,274.7721809016236,104245200
2019-08-01,269.1578063964844,274.6625590222069,268.3544547928418,271.6774040880308,142646600
2019-08-02,267.1311340332031,268.500475526389,265.5609546733104,268.25400408697215,116749700
2019-08-05,259.0977478027344,263.1053405440596,257.18066360235474,262.9957976513519,178745400
2019-08-06,262.73101806640625,262.9501316841701,259.5176395522632,261.00566200007023,120711700
2019-08-07,262.8861999511719,263.66216575851746,257.47274287694125,259.62716027591614,140572300
2019-08-08,268.0440673828125,268.0440673828125,263.83563728691655,264.39248953606767,87713900
2019-08-09,266.21826171875,267.69714619619197,264.4198586279446,267.0946325462478,93730000
2019-08-12,262.97760009765625,266.2092274880827,262.01904388442495,264.70295670653314,65527600
2019-08-13,267.06719970703125,268.5278360680297,262.3292763560314,262.6761806259422,94299800
2019-08-14,259.1706848144531,263.589089859745,259.0428940999834,262.9774662832313,135622100
2019-08-15,259.85546875,260.7592534402767,257.7923456884901,260.06544455871784,99556600
2019-08-16,263.6896057128906,264.1277772824949,259.9102087690635,261.5260500099744,83018300
2019-08-19,266.8663635253906,267.5510342120722,266.05390213070905,266.7385728173906,53571800
2019-08-20,264.82159423828125,266.8938549749244,264.69380347965387,266.3552504978057,51596400
2019-08-21,266.97601318359375,267.3502754201151,266.3095901554691,267.0033989047863,49524700
2019-08-22,266.893798828125,268.32704975145106,265.1045335684232,267.68804037407807,51666400
2019-08-23,260.0379943847656,267.2589929587435,258.77819556335595,265.5792704833067,149161500
2019-08-26,262.9136657714844,262.9136657714844,260.7044484051585,262.2472426309671,72423800
2019-08-27,261.8820495605469,264.6937803162862,261.1152214978898,264.3194902155851,66668900
2019-08-28,263.72613525390625,263.8904495962194,260.4031855262452,261.21567509545866,59696700
2019-08-29,267.0946044921875,267.62409879227783,265.29620159027587,266.3095287594428,57899400
2019-08-30,266.97601318359375,268.6100743136311,266.0357329435438,268.59182645261274,62901200
2019-09-03,265.4149475097656,266.181775574078,264.07299143238635,265.2597710404388,69101400
2019-09-04,268.4276123046875,268.4458601725162,266.84829416829183,267.60601250295446,46887300
2019-09-05,271.8782958984375,272.80030056601794,268.3910315908468,270.93801550757763,83258100
2019-09-06,272.0882263183594,272.7364015476813,271.5131261181147,272.1977970729766,49584300
2019-09-09,272.2252197265625,273.1746101873781,271.27580140641066,273.0833430018146,51260300
2019-09-10,272.1612243652344,272.22513366239286,270.18936902801613,271.45827781514623,57947100
2019-09-11,274.09661865234375,274.17877582772064,271.8143820274283,272.4716672897773,68821100
2019-09-12,275.0459899902344,276.1140609473488,274.2426383777519,275.00946640984995,72908700
2019-09-13,274.8634033203125,275.8493449874857,274.4891132299347,275.49330275785945,62104800
2019-09-16,274.0143737792969,274.90902027929434,273.36622658587237,273.72224089856405,58191200
2019-09-17,274.708251953125,274.79951912455056,273.6401530259934,273.813605226633,41475500
2019-09-18,274.87249755859375,274.9820404243778,272.2616052003331,274.3156175117584,73375800
2019-09-19,274.8542785644531,276.26928183105116,274.5165120388042,275.2650922552498,76560500
2019-09-20,273.5556335449219,275.7475403908741,272.75775213672426,275.4632104755563,89565000
2019-09-23,273.4914855957031,274.2160106511171,272.62939957735955,272.8861893708243,43476800
2019-09-24,271.3454284667969,274.9863575911534,270.373293757441,274.59200686694015,94869400
