Date,Close,High,Low,Open,Volume
2019-07-22,131.01560974121094,131.73491298560137,129.97453498244002,130.0502518735085,25074900
2019-07-23,131.82952880859375,132.49204789726673,130.63702044371513,132.2743564520087,18034600
2019-07-24,133.18296813964844,133.2019009733516,131.41313088870163,131.46044131067842,20738300
2019-07-25,132.68133544921875,133.07883824522008,131.85793783189592,132.9084716517804,18356900
2019-07-26,133.76974487304688,134.09153081160505,132.78545422524547,132.85169747541002,19037600
2019-07-29,133.47633361816406,133.9306204395414,131.90524091073357,133.9211612454669,16605900
2019-07-30,132.83274841308594,133.6561459014818,132.31220396119122,132.63398982544751,16846500
2019-07-31,128.9713134765625,132.9652892837297,127.8450481716784,132.81385549921137,38598800
2019-08-01,130.66543579101562,133.39118618756504,129.59595452874046,129.66221222604142,40557500
2019-08-02,129.56759643554688,130.91155359362293,128.0154358179709,130.69386205249077,30791600
2019-08-05,125.1287612915039,126.75662379754603,123.77534541976084,126.16037678690061,42749600
2019-08-06,127.4759292602539,128.41289505428475,126.07520294612884,126.63359874440252,32696700
2019-08-07,128.0343017578125,128.38447966223566,124.76908920369786,126.62410206344525,33414500
2019-08-08,131.45094299316406,131.54559269199027,128.64947654119618,129.2836035286021,27496500
2019-08-09,130.33419799804688,131.91475032827762,129.1511485495339,131.18598782436757,23466700
2019-08-12,128.5170135498047,130.47615024976935,127.99648337721494,129.72846939788027,20484300
2019-08-13,131.176513671875,131.36579867375175,127.76932587201333,128.7630901837663,25154600
2019-08-14,127.22620391845703,130.01800390396957,126.93183301338493,129.48623523808325,32527300
2019-08-15,126.94132995605469,127.79597063081988,125.58342165236897,127.61554600538244,28074400
2019-08-16,129.26783752441406,129.58120431754875,127.92891063273218,128.0808486820599,24449100
2019-08-19,131.4329071044922,131.56584927837773,129.98952458115596,130.90113840894995,24355700
2019-08-20,130.3408966064453,131.71781558297442,130.32191521296915,131.24301993303013,21170800
2019-08-21,131.79373168945312,132.45845699715323,131.04356115680955,131.56583911731286,14970300
2019-08-22,130.83465576171875,132.1830733351129,129.41975985876942,131.67030053549928,18697000
2019-08-23,126.66594696044922,131.37592484647453,126.10569173004166,130.27439577374798,38508600
2019-08-26,128.62210083007812,128.7265564219185,127.15023185036671,128.18529707482486,20312600
2019-08-27,128.89747619628906,129.82807123718356,127.87191626792048,129.5147044960481,23102100
2019-08-28,128.72654724121094,128.91646253384636,126.81787464237179,128.08083234832893,17393300
2019-08-29,131.157470703125,131.46134670033595,130.0084740014831,130.33133138131595,20168700
2019-08-30,130.91058349609375,132.16403577181237,129.4007376566307,132.1355492080191,23940100
2019-09-03,129.18234252929688,130.28387147526402,128.85948509363297,129.7236163093283,18869300
2019-09-04,130.6921844482422,130.7491575770367,129.60014635112714,130.37881775026685,17995900
2019-09-05,132.99021911621094,133.30358587711342,131.7652386427186,132.09760128023566,26101800
2019-09-06,132.08811950683594,133.11366507954455,131.23347887676627,132.97123221933762,20824500
2019-09-09,130.58775329589844,132.70533708641244,129.58118919340143,132.55339905481827,25773900
2019-09-10,129.2203369140625,129.98950325748305,127.72947218255723,129.90404355034917,28903400
2019-09-11,129.25830078125,129.4007481013192,128.28022337312157,129.05889481860203,24726100
2019-09-12,130.58775329589844,131.44237936680128,129.9705104761502,130.90112005245834,27010000
2019-09-13,130.3978271484375,131.10051512926273,129.68563398542358,130.8346308409061,23363100
2019-09-16,129.457763671875,129.8091077619306,128.821539337899,128.9829680952113,16731400
2019-09-17,130.46432495117188,130.58777643491769,129.552711089685,130.05600771972152,17814200
2019-09-18,131.53733825683594,131.67977109895105,129.64764711033254,130.4358093124538,23982100
2019-09-19,133.95880126953125,135.1932579036114,133.00921032663396,133.22761218641014,35772100
2019-09-20,132.4109649658203,134.5095528603241,131.28094941203764,133.9018152292487,39167300
2019-09-23,132.1260528564453,132.59135752781043,131.4613422470698,132.21151254416404,17139300
2019-09-24,130.4547882080078,133.597931424837,129.97999280994648,133.28456472336381,29773200
2019-09-25,132.3350067138672,132.9047671285439,129.1728668405908,130.56876681590046,21382000
2019-09-26,132.5059356689453,133.1136733931333,131.46139415310267,132.41098525274705,17456600
2019-09-27,130.78712463378906,133.28455284163076,129.76156492664802,133.08513241679597,22477700
2019-09-30,132.02162170410156,132.20204629348828,130.83463307877545,131.09102667893592,17280900
2019-10-01,130.1604461669922,133.1801386115137,130.09396784154995,132.61988339539565,21466600
2019-10-02,127.8624038696289,129.4957013126787,126.84634918111219,129.38175504582622,30521700
2019-10-03,129.41024780273438,129.8565566887308,126.50450194215004,128.1472901561496,24132900
2019-10-04,131.157470703125,131.28092213819258,129.54316931435577,129.85653600287765,22897700
2019-10-07,130.20791625976562,131.21448042443743,130.1129658513604,130.2269121372903,15303700
2019-10-08,128.83099365234375,130.81563512484465,128.78351121016382,130.16992027794,25550500
2019-10-09,131.2714385986328,131.70824225641456,130.06545421460729,130.53075892708475,19749900
2019-10-10,132.08811950683594,132.62937886523162,131.28096132670504,131.5088683926455,17654600
2019-10-11,132.6388702392578,133.9208239461287,132.46795080613342,133.05669261748565,25446000
2019-10-14,132.51544189453125,133.21813004043887,132.4869553204869,132.64838406994164,13304300
2019-10-15,134.43359375,134.64249042235045,132.76230445433583,132.99970218477836,19695700
2019-10-16,133.3320770263672,133.88284155023769,132.49643230192797,133.69291175678595,20751600
2019-10-17,132.64834594726562,134.29113403333608,132.01212182710663,133.84482518209515,21460600
2019-10-18,130.48330688476562,132.94274417448742,129.67614871357682,132.71483711107183,32273500
2019-10-21,131.45187377929688,131.51835210360323,130.10345631236675,131.47086965618564,20078200
2019-10-22,129.49569702148438,132.95220706766602,129.39124145046213,131.9646389785882,27431000
2019-10-23,130.32188415527344,130.52129016654507,128.77404606865224,129.98003078919788,29844600
2019-10-24,132.88577270507812,133.34157234804204,131.67978802492647,132.36349473417704,37029300
2019-10-25,133.63595581054688,134.0252916517693,132.1830825392639,132.31602471802148,25959700
2019-10-28,136.92152404785156,138.32691462395135,136.2757946547625,137.12093003702898,35280100
2019-10-29,135.6300811767578,137.21589637185252,135.4591472660581,136.8170698996977,20589500
2019-10-30,137.32037353515625,137.69071349531785,135.59211072799496,136.28532268362906,18496600
2019-10-31,136.14283752441406,137.62419695380174,135.7820028490547,137.5957103870525,24605100
2019-11-01,136.4752197265625,137.1399305288716,135.7630264763152,136.98799249131272,33128400
2019-11-04,137.2633819580078,137.69069501011745,136.89304204756496,137.52926627885864,16912000
2019-11-05,137.1779327392578,137.70970142163839,136.6556547513448,137.66221897008086,18250200
2019-11-06,136.79808044433594,137.23489869030976,135.9814315850355,137.09245134310544,16575800
2019-11-07,136.98797607421875,137.57673227679868,136.52268581316872,136.58914964062998,17786700
2019-11-08,138.602294921875,138.63078148986722,136.5131833383956,136.72209449674355,16732700
2019-11-11,138.7447509765625,139.0391218881412,137.43431067122796,138.01356180000238,14362600
2019-11-12,139.65635681152344,140.1311523165772,138.69726061796516,138.9061717993575,18641600
2019-11-13,139.8842315673828,140.02667889452468,138.9061541106917,139.3429722951435,16919200
2019-11-14,140.59645080566406,140.92881347435278,139.58988659481452,139.60888247321068,19729800
2019-11-15,142.41017150878906,142.42916738695723,140.79586961512362,141.42258869857778,23485700
2019-11-18,142.76153564453125,142.96095616932598,141.47009105000748,142.50515645643867,21534000
2019-11-19,142.8090057373047,143.701623694567,142.62858110897162,143.2743105951315,23935700
2019-11-20,142.56121826171875,143.72366222629714,141.45595582792916,143.21866774615023,25696800
2019-11-21,142.42788696289062,142.73279710674828,141.49412509042935,142.3516594269262,18576100
2019-11-22,142.5326385498047,143.2091485624594,141.7989760826627,142.99000357480077,15901800
2019-11-25,144.09527587890625,144.2096244124196,142.84708130812584,142.9233088174978,22420900
2019-11-26,144.85752868652344,145.2291286880188,144.1810332027573,144.2191396859499,24620100
2019-11-27,145.13385009765625,145.30535107434613,144.37158961046794,145.14337308339142,15184400
2019-11-29,144.2382354736328,145.11483019055314,144.1429474339815,144.92426865016412,11977300
2019-12-02,142.49453735351562,144.6669704166567,141.3225703286683,144.64790990518063,27418400
2019-12-03,142.26589965820312,142.38023368526365,139.73138877298527,140.53177057915377,24066000
2019-12-04,142.7803955078125,143.09481400218218,142.16105242810966,143.05670751583506,17574700
2019-12-05,142.8566436767578,143.2282583394827,142.42787653988697,142.97099224179425,17869100
2019-12-06,144.59075927734375,144.7050932813221,143.1805865856001,143.8666196872942,16403500
2019-12-09,144.2191619873047,145.02906663475972,143.79039492526297,143.9428499594283,16687400
2019-12-10,144.00001525878906,144.72415485413833,143.64746117908894,144.15245575223852,16476100
2019-12-11,144.54312133789062,144.70509936330527,143.23775960789987,144.39066630023711,18856600
2019-12-12,146.010498046875,146.20105960373948,143.89523132617526,144.49549950335262,24612100
2019-12-13,147.2396240234375,147.58264062173618,145.61982907438258,145.78180711539665,23845400
2019-12-16,148.19244384765625,148.54498342881783,147.5159481898103,147.79226024606137,24144200
